Tweet_ID,Tweet,Author_ID,Created_At,Search_Term
1875965026168954971,@ww3mediaa Hayırdır olum. Bunlarla teknoloji falan paylaşmayın,1467330345984999424,2025-01-05 17:58:10+00:00,
1875964603055870402,@ErkanBagis0 Apple genel olarak son 2 yıldır androidin gerisinde kaldı takip ettiğim birçok teknoloji editörü Android'e geçiş yaptı geneli s24 ultraya geçti yapay zeka olarak da işlemci olarakda geride kaldı istersen bir düşün samsung uzun yıllar güncelleme garantisi veriyor,1761389994940198912,2025-01-05 17:56:29+00:00,
1875964247328567392,"@denizinbuzgibi @alidenizcakir Liyakat demez misiniz hep? Bir tarafta doktoralı, kıdemli ve başarılı bir devlet adamı, diğer tarafta laz müteahhit var. Bir tarfta itü, mit mezunu dev bir teknoloji şirketi kuran selçuk, diğer tarafta kıbrıstan dümenle yatay geçiş yapıp İÜ’ni bitiren ekrem var.",1635561155857981441,2025-01-05 17:55:04+00:00,
1875964082236645654,"Teknoloji devi Samsung, sandığımız kadar masum değil (!) Teknoloji aletlerinin yanı sıra savaş araçları da üretmektedir. https://t.co/KDP27xmAPA",1600201449429925898,2025-01-05 17:54:25+00:00,
1875963889772630178,"Teknoloji devi Samsung, sandığımız kadar masum değil (!) Teknoloji aletlerinin yanı sıra savaş araçları da üretmektedir. https://t.co/QYv6pEgUDm",1600201449429925898,2025-01-05 17:53:39+00:00,
1875963855643594794,"Teknoloji ilerledi…

#premiumyorum #1 https://t.co/lw0PGQj9IG",1695894590731997184,2025-01-05 17:53:31+00:00,
1875963770104905740,Uçuşlarda Starlink dönemi: Yüksek hızlı internet testleri başlıyor https://t.co/KhIsnduRrI,1725080516074840064,2025-01-05 17:53:11+00:00,
1875963539904737682,"Fransa'daki Louvre , Peru'daki Machu Picchu , Giza'daki Büyük Piramit ve Kamboçya'daki Angkor Wat gibi yapıların bu düzeyde ""teknoloji"" ile inşa edildiği varsayılıyor.

Yüzlerce ton ağırlığındaki taşları baş döndürücü yüksekliklere kaldırırken mükemmel simetri, imkânsız derecede",561377186,2025-01-05 17:52:16+00:00,
1875963537530691731,"Dünya Değişti, Mevsimler Değişti, Teknoloji Değişti,..Yıllar Değişti 3269 Sayılı Kanunu Değişmedi.
@alitilkici38
#UzmanÇavuş
#UzmanÇavuşaHak https://t.co/RewX8yK4KG",1825013273659387904,2025-01-05 17:52:15+00:00,
1875963342264869088,@hrrcnes Nerde hocam daha göremedik. Agi dediğimiz şey şuanki tıbbı modern fiziği değiştirebilecek yeteneğe sahip insan zekasında bi botun bütün bilgilere unutmadan erişebilmesini ve üstünde analiz yapmasını sağlayıp yeni atılımlar yapmasını sağlayacak bir teknoloji henüz yok ++,1310675187105497089,2025-01-05 17:51:29+00:00,
1875963131639525619,"ABD'li teknoloji ve savunma şirketi ZenaTech, Türkiye'de İHA üretmek için fabrika kurmaya hazırlanıyor.
#ABD #fedfaiz #altın",920590863612362752,2025-01-05 17:50:38+00:00,
1875963005370073289,"""Fenerbahçe - Hatayspor"" başarılar dileriz.
Aptera 2025 Güneş Enerjili Elektrikli Araçlarını Sergileyecek.
#teknoloji #techforum #teknolojihaber #bugün #elektrikliaraba #elektrikliaraç #güneşenerjiliaraba

DEVAMI: https://t.co/Wb7IV1ke26 https://t.co/F3z8knf6K4",1858906694249484288,2025-01-05 17:50:08+00:00,
1875962949455753300,"@alitilkici38 Dünya Değişti, Mevsimler Değişti, Teknoloji Değişti,..Yıllar Değişti 3269 Sayılı  #UzmanÇavuş  Kanunu Değişmedi Sayın Devlet Büyüklerimiz, çağa uygun kanun istiyoruz, mesleki güvence istiyoruz. @alitilkici38
 #UzmanÇavuş
#UzmanÇavuşaHak e",1862487740966707200,2025-01-05 17:49:55+00:00,
1875962905214267617,"Dünya Değişti, Mevsimler Değişti, Teknoloji Değişti,..Yıllar Değişti 3269 Sayılı  #UzmanÇavuş  Kanunu Değişmedi Sayın Devlet Büyüklerimiz, çağa uygun kanun istiyoruz, mesleki güvence istiyoruz. @alitilkici38
 #UzmanÇavuş
#UzmanÇavuşaHak c https://t.co/8Ro9TQ6vgx",1862487740966707200,2025-01-05 17:49:44+00:00,
1875962881147388056,"@alitilkici38 Dünya Değişti, Mevsimler Değişti, Teknoloji Değişti,..Yıllar Değişti 3269 Sayılı  #UzmanÇavuş  Kanunu Değişmedi Sayın Devlet Büyüklerimiz, çağa uygun kanun istiyoruz, mesleki güvence istiyoruz. @alitilkici38
 #UzmanÇavuş
#UzmanÇavuşaHak",1862487740966707200,2025-01-05 17:49:39+00:00,
1875962817968579003,@FinchLawan59702 @FinchLawan59702 ileri teknoloji irozlu bztrebilme,1872190059232845824,2025-01-05 17:49:24+00:00,
1875962782044287193,"@Maviturkk NE iLK NEDE SONDAKiKA
Uzaylilar yakut yeşili lazer Işınlı yumurtalar şeklinde sıçıyorlarmış , onlardan enerji ve teknoloji üretilecek - AJANS",795694531492671491,2025-01-05 17:49:15+00:00,
1875962597771784678,"NVIDIA RTX 5090, CES 2025’te Tanıtılmadan Önce Tüm Özellikleriyle Ortaya Çıktı https://t.co/FdsNdfNndx",1652395925338218496,2025-01-05 17:48:31+00:00,
1875962576926110070,@Haber Ürünü geliştirirken kullandığınız teknoloji nedir ? - Adobe After Effect 🐢,1577774777196052480,2025-01-05 17:48:26+00:00,
1875962526464082297,"Şöyle bir şirket hayal ediyorum:
- Çok büyük olmayacak, piyasa değeri 500m$ altı olsun.
- Önünde 2 kat 3 kat büyüme imkanları olsun.
- Ölmez bir sektörde olsun, yüksek teknoloji olmasa da olur, ilerde Çin falan pazarı işgal edip boğmasın.
- Çevre ülkelerde iş yapma, yayılma… https://t.co/2E47GkXkOD https://t.co/XC9vtV6A5S",227975513,2025-01-05 17:48:14+00:00,
1875962504637280551,@Yusuf__Tekin Bilim ve teknoloji çağında Kimya öğretmenleri mağdur.Yıllardır atanamıyoruz.4 haneli rakamlar bizde görmek istiyoruz. 🌟🔬🧪👩‍🔬 @_cevdetyilmaz @Yusuf__Tekin @memetsimsek @cftcblnt @tcmeb @RTErdogan https://t.co/kU6ZjItHoO,336648473,2025-01-05 17:48:09+00:00,
1875962357555319002,"ABD, Guam’ın kritik altyapısını hedef alan bir hack kampanyasını ortaya çıkardı.

Daha fazla bilgi için: https://t.co/sj6xcq2N7L https://t.co/9hSK0e11gQ",1645356448275210240,2025-01-05 17:47:34+00:00,
1875962308591255944,"@prnses00 @Bitcoin68753720 Ben de Balıkesir Edremit'te gördüm, artık ufo muydu değil miydi bilmiyorum fakat dünya işi bir teknoloji değildi. Sene 2001 olması lazım. Bir kaç yakınıma anlattım. Konu kapandı. Zaten sadece gördüm, ne fotoğraf var elimde ne başka bir kanıt. Ama gördüğümü adım gibi biliyorum",554487158,2025-01-05 17:47:22+00:00,
1875962286017552672,"Ülkemizin teknoloji alanında geldiği ileri düzeye #TEKNOFEST in oluşturduğu ekosistem ve platformun katkısı büyük, onunla yeni bir teknoloji nesli geliyor aslında, fikirler-projeler artık milyonlarla ifade ediliyor, yolunuz açık olsun teknoloji tutkunu Sevgili Gençler… https://t.co/MgIfNjjsZp",586332745,2025-01-05 17:47:17+00:00,
1875962022724243553,"@Selcoin O kadar veriyi nasıl inceleyecek teknoloji kuruyorlar çok merak ediyorum.

Evet dinlenilmesine değil analizine taktım. Gerçekten insanlık çıldırmış",1801942951897018368,2025-01-05 17:46:14+00:00,
1875961885096559002,"@ArielBurakKapln Nüfus artmış olduğu için,bununla beraber okul,hastane,postane,veterine vb. kurumların artmış olması nedeniyle olabilir mi ? Haa sen okula,hastaneye görderme çocuğunu teknoloji ile hallet işlerini ,işe yararsa bizlerde öyle yaparız",621863779,2025-01-05 17:45:41+00:00,
1875961672055337011,"@alitilkici38 @tcsavunma @TC_icisleri Dünya Değişti, Mevsimler Değişti, Teknoloji Değişti,..Yıllar Değişti 3269 Sayılı Kanunu Değişmedi.
@alitilkici38
#UzmanÇavuş
#UzmanÇavuşaHak",1530430474304245762,2025-01-05 17:44:50+00:00,
1875961651062825438,"Dünya Değişti, Mevsimler Değişti, Teknoloji Değişti,..Yıllar Değişti 3269 Sayılı Kanunu Değişmedi.
@alitilkici38
#UzmanÇavuş
#UzmanÇavuşaHak https://t.co/0oNkA4nFXl",1530430474304245762,2025-01-05 17:44:45+00:00,
1875961513728729249,@KerryRuiz66759 @KerryRuiz66759 bilinlendirilebilmek telenmek oyabilme ykek teknoloji arena nala mee epez kemikli i treme ancılık kentlemek,1872196271340916736,2025-01-05 17:44:13+00:00,
1875960704911474713,"Röportaj Astor Şarj 200. İstasyonuna Ulaştı: Şarj Ağı Hedefleri Neler?

https://t.co/ZPhWYbKwY0

Astor Şarj, 200. istasyonunu açarak Türkiye'deki elektrikli araç şarj ağını genişletiyor. Şirketin hedefle...",1830493511331774464,2025-01-05 17:41:00+00:00,
1875960679817261067,@borsasinan Teknoloji nasıl duruyor üstad,1491847859213373447,2025-01-05 17:40:54+00:00,
1875960254997180724,"@maksibet2024 Pazar oldu. Teknoloji raporu yayınlayacak diye bekliyoruz, kız arkadaşının ağzına parmak atıyor herif. Yakışmadı @yusuftechtalks",1113778026330972160,2025-01-05 17:39:13+00:00,
1875960125246108103,"@Selcuk #TEKNOFEST 2025 Teknoloji Yarışmaları için başvurular başladı!

🗓️ Son Başvuru › 20 Şubat'25 
🌐 Detaylı Bilgi › https://t.co/AWriIxymGd",841999864288444418,2025-01-05 17:38:42+00:00,
1875959922720186517,"Genç kardeşim; güzel fikirlerin ve özgün projelerinle gel! 🚀

#TEKNOFEST 2025 Teknoloji Yarışmaları için başvurular başladı!

🗓️ Son Başvuru › 20 Şubat'25 
🌐 Detaylı Bilgi › https://t.co/im5kDckm0G https://t.co/Dxg1gucimp",2271763025,2025-01-05 17:37:53+00:00,
1875959850775298355,"Dünya Değişti, Mevsimler Değişti, Teknoloji Değişti,..Yıllar Değişti 3269 Sayılı  #UzmanÇavuş  Kanunu Değişmedi Sayın Devlet Büyüklerimiz, çağa uygun kanun istiyoruz, mesleki güvence istiyoruz. @alitilkici38
 #UzmanÇavuş
#UzmanÇavuşaHak",385004498,2025-01-05 17:37:36+00:00,
1875959680771772452,TEKNOFEST 2025 Teknoloji Yarışmaları Başvuruları Başladı!https://t.co/OOdQWfnz3l https://t.co/8HZSdaOAja,1684150955745452032,2025-01-05 17:36:56+00:00,
1875959653642703251,"(""Commodore 64 için Gerçek Full-HD HDMI ve Stereo Ses Desteği Sunan Yeni Kart Duyuruldu!"") https://t.co/5y8m8kCyXE #Teknoloji #Haber https://t.co/TSJpaTy3fY",1849507791100100608,2025-01-05 17:36:49+00:00,
1875959594117169568,"2025 Astrolojik Olayları: Değişim ve Dönüşüm

2025 astrolojik olayları, gökyüzünde gerçekleşecek önemli gezegen geçişleri ve döng...

https://t.co/ArY6BvGTzG

#Teknoloji #2025astrolojikolayları #astrolojikdöngüler https://t.co/p0QamjTzwN",1865550154436079616,2025-01-05 17:36:35+00:00,
1875970824844575149,17 ocakta bizim psikoloji iptal https://t.co/xJ3Pw4nFds,1657849840569667584,2025-01-05 18:21:13+00:00,
1875970716161679511,@muslim_phr Kral benim psikoloji baya bozulmuş protestoyu Protestan diye okudum. Sabahtan beri Protestanlar ne alaka diyorum.,1402394349011361795,2025-01-05 18:20:47+00:00,
1875970704874917985,@Fener10line Ali Koç gidene kadar kimse gelmesin hainlik yapmasın bu başkanı sezon başı kongre seçti ve daha ligin ilk yarısı maç esnasında takımı psikoloji olarak. Aşağı çekecek yavsaklar stada gelmesin bir dersi olan maç sonu çıksın dışarda bagirsin,782297574,2025-01-05 18:20:44+00:00,
1875970579062304903,"Hayatın püf noktaları, motivasyon kaynakları, eğitim tavsiyeleri ve psikoloji üzerine değerli bilgiler sunuluyor. #bilgi # başarı #hayat

📽️ https://t.co/V2X42wKPFt https://t.co/AfHICh17as",1720043410805919744,2025-01-05 18:20:14+00:00,
1875970418827473407,"Bitk denilen Bjk şu yönetimler altında oynasın şampiyonluğu sonuna kadar kovalar, onlara da enteresan yerlerde enteresan kararlar çıktı..En yakın Gs maçı Sanchez atılsa vurup dönseler Lyon sonrası Gs galibiyeti düşmezlerdi bu kadar..Futbol=psikoloji, o yoksa beyi ayağa hükmetmez",91890286,2025-01-05 18:19:36+00:00,
1875970274262397301,yarin psikoloji sinavimjz var odada herkes duygularindan bahsediyor dncjrjvnkdjf,1310241680247926787,2025-01-05 18:19:01+00:00,
1875969718835937294,@rajkenrol watchliste aldım bu da mı psikoloji bozan turden 😣😣,1673822429032902659,2025-01-05 18:16:49+00:00,
1875969689693921316,"#FBvHAT Fenerbahçe - Hatayspor

Hatayspor kendi beceriksizliği yüzünden golleri yedi yanlış anlaşılmasın fb nin başarısı yok göllerde

talisca ya üzülüyorum acıyorum gelirse oyuncuda ruh mental psikoloji kalmaz

Puhahaha 😂 https://t.co/kXoL812831",2617905622,2025-01-05 18:16:42+00:00,
1875969264651497586,"Ne Mutlu Türk'üm Diyene🇹🇷
#HB #Kitap #Roman #Resim #Sanat #Edebiyat #Türkçe
#İslam #İslamiyet #Müslüman
#Felsefe #Sosyoloji #Psikoloji #Psikiyatr #Psikiyatrist #Din #Bira #TürkEdebiyatı #Türk #Atatürk #Aşk #Gazete #Akit #YeniAkit #Tarikat #Cemaat  #Gazeteci #TürkDünyası #Türkiye https://t.co/XZ1byhlX4t",1832167837734957056,2025-01-05 18:15:01+00:00,
1875968762274517146,@ahmetercanIar Ulan futbolcular ve taraftar bitmiş psikoloji yerlerde sen ne konuşuyorsun https://t.co/BHnuE4Q1vR pişkin adamsın yahu.6-7ymiş.Ali K. İstifa etmeden düzelmez bu gidişat.Lig psikolojik olarak bitti bitttttii bunu o kafana sok.,1568489042819387392,2025-01-05 18:13:01+00:00,
1875968545747865710,Profesyonel psikoloji egitimi almis biri olarak soyleyebilirim ki her an kafama sikabilirim,1342420556562509826,2025-01-05 18:12:09+00:00,
1875968152447938640,"#FBvHTY
Tribünlerde bu psikoloji olduğu sürece
Kadıköyde her maç
çok zor olacak.
Tribünün psikolojisi sahaya da sirayet ediyor.
Futbolcu korkuyor..
kulağı hep tribünde.
Kadıköy artık
deplasman sayılır !!!",3220665749,2025-01-05 18:10:36+00:00,
1875967969542725925,@SportsCubuklu Ben futbolcu olsam bende oynayamam.Psikoloji böyledir.Düşünsenize karşınızda öyle bir rakip var ki skandal kararlarla eninde sonunda 2 yıldır şampiyon yapılıyor.Sizin emek çöp.Siz olsanız kendinizi yırtarmısınız?Ben yırtmam?Geçen sene fb 99 puan aldı yine rakip önüne geçirildi.,1469650692428251142,2025-01-05 18:09:52+00:00,
1875967469745283515,@hozer200 @Fenerbahce Hatta şunu diyeyim fb psikolojik eşiği kaybedene kadar puan kaybettirmezler ne zaman pskilojik olarak pes eder o zaman rakibi de puan kaybeder. Jesusla devam etmişti rakibi hiç kaybetmedi derbide o psikoloji yetmedi. geçen sene baktılar olmuyor Sivas maçı ile fişi çektiler,1824557297886003201,2025-01-05 18:07:53+00:00,
1875967335129043307,@TonyPsycSoprano @Kubracilginn Psikoloji baraj istiyor bu yüzden ve yeni bölümler açılmasını desteklemiyoruz,1259502790919020545,2025-01-05 18:07:21+00:00,
1875967301075554652,@GsGazete adamlarda bunca sene sonunda artık psikoloji miskoloji kalmadı çok normal 😂😂😂,1147057039685935105,2025-01-05 18:07:13+00:00,
1875967241231175781,"@mdnkocx Bide şey var. Yöntem : Belirli bir amaca ulaşmak için izlenmesi gereken yol.
Psikoloji hocamız ezberletmişti sağolsun :)",225404076,2025-01-05 18:06:58+00:00,
1875967163020026180,@Fenerbahce Taraftar yönetim bağının kopması bitmesi üzerine artık Oyuncuların da psikoloji iyice dağıldı çünkü taraftar haklı olarak yönetimi protesto etmeye çalışıyor bu kaosta adamlar top oynamaya çalışıyor.. yani işin özü biz bitmişiz,2894923925,2025-01-05 18:06:40+00:00,
1875966987442196631,@LunCZ3 Yav abisi biz gelmeyeceği kanaatine vardık. Ama gelmeyince senin psikoloji kalmayacak onu merak edeceğimiz kesin,1683216824425390080,2025-01-05 18:05:58+00:00,
1875966939492930002,@tugician Ya benim anlamadığım fener kazandı ama tribünde acayip bisey var ıslıkladılar galibiyetten sonra dhkshsjs bunların psikoloji komple vefat,2831692503,2025-01-05 18:05:46+00:00,
1875966879111717309,@efemelihba82238 @Durancan190342 @bpthaber Ya kardeşim boş yapma eşini sokakta döven adamı etkisiz hale getirdim ben burada bana film dizi izlemeyi azalt diyorsun o adama hizlı bir sekilde ucan tekme atamiyacak misin adam ayık degil amk bu psikoloji nereden geliyor oradaki kadın nasil korkusuzca adami tuttu,1562759345288654848,2025-01-05 18:05:32+00:00,
1875966707959054389,@TonyPsycSoprano @Kubracilginn arkadasim her halukarda psikoloji pdrden daha yuksek sıralamayla alim yapiyor psikolojiye laf soyledigin her an kendi bolumunu daha cok kucuk dusuruyorsun kdgfl,1734645571644706816,2025-01-05 18:04:51+00:00,
1875966366941061307,@1907medya__ ne büyüksün galatasaray. sezon başı mourınho gelirkenki havaya bak bir de sımdıkı havaya. denge psıkolojı her sey bozulmus :D,1439672164341489669,2025-01-05 18:03:30+00:00,
1875965490868166891,"""Birinin sizi anlaması için doğru kelimeleri bulmaya çalışmayın.
Bazen anlamayan sadece anlamak istemiyordur.""
#İletişim #Psikoloji #İlişkiler",225725540,2025-01-05 18:00:01+00:00,
1875965238014861503,@mhtsmtuleyman Tesekkur ederim tekrar ozur dilerim valla tytyo yazdim direkt dalga gecmek ostememistim ingilizce psikoloji istiyorum🩷🩷🩷🩷🩷seninnasil gecti,1500492363763957769,2025-01-05 17:59:01+00:00,
1875964666834571603,@fzt_ftr123 Bir kere ben psikoloğa test uygularım dememişim aldığım dersi söylemişim. Sonrasında biz zaten bize gelenlere hasta değil danışan deriz ve olurda psikoloji mezunları formasyon alıp ya da ags ye girip mebe atanmak isterlerse onlara da söyle yalandan ders programı hazırlamasınlar https://t.co/CwOePgRMW4,3082320471,2025-01-05 17:56:44+00:00,
1875964243302117476,@Darkwebhaber Anasını skeyim koyu fenerliyim ama skimde olmaz şöyle olaylarda bulunmak. Bir de dar alanda birbirine artistlik yapmak nedir ya.. Psikoloji çok önemli çoookkkkkkk,1306332114728648705,2025-01-05 17:55:03+00:00,
1875963706972180624,"@joonslore Psikoloji, umarım kazanırız ya 🙏🏻🙏🏻",1471201843279712257,2025-01-05 17:52:56+00:00,
1875963320907567583,@Moirax99 En yakın arkadaşım da psikoloji mezunu. Ona da aynı şeyi diyorum ‘ Başka alanlara yönel istemesen de. Memurluklara başvuru yap.’ Atanamasaydom memurluklara başvuru yapardım ben de,1693559146220531712,2025-01-05 17:51:24+00:00,
1875963022352711918,@ilos_ml bi minmer bide fener bana bir psikoloji borçlular 🥹,1370435324967587841,2025-01-05 17:50:12+00:00,
1875962822196441551,"@baristumok @Fenerbahce Psikoloji bozuldu, dengeler şaştı. Normal değiliz. Biz önceden böyle değildik. Şampiyonluk gelmeden düzelmemiz çok zor.",1644809812641824768,2025-01-05 17:49:25+00:00,
1875962665484579149,@CENK_DURUK Yanlış sistem doğru adamı da yer. Sadece ali koç seçim kararı açıklansa bile tadic isliklanmazdi. Psikoloji her şeydir,3152151287,2025-01-05 17:48:47+00:00,
1875962660648571093,"40 yıllık kamu yararı statüsü bulunan Psikolog Derneğinin düştüğü hale bak ""Psikoloji meslek yasası"" nedir bana biri anlatabilir mi.Psikoloji bir bilimdir, psikolog ise bir meslek.Bilime meslek kanunu mu yapacaksın,bu neyin kafası? Yazım hatası diyeceğim,kalın kalın yazmış bir de https://t.co/7wbG6oo72J",621180191,2025-01-05 17:48:46+00:00,
1875961776824860976,"@TonyPsycSoprano @Kubracilginn PDR kıymetli bir alan ancak psikoloji yazdığınızdan anlaşıldığı üzere bir alan değil, 50 küsür alt alanı olan bir bilimdir. PDR de esas itibariyle karşılığı okul psikolojisi olan önemli bir uzmanlik alanıdır.",1449106378748989445,2025-01-05 17:45:15+00:00,
1875961291736744005,@TemelAnalizer Dogru hissede kalabilen teknik analiz bilgisi olan için hisse daha karlı olabilir ama bilmeyen için fon daha istikrarlı en azından bugün düştü yarın çıktı ile uğraşmaz sin duruma göre değişiklik yaparsın bende fonla başlayıp hisselere geçtim ama psikoloji tarafı zor hisselerde,3247372510,2025-01-05 17:43:20+00:00,
1875961075449180299,@atavratmiyavvw @silalalass Umarım psikoloji falan istiyosundue sıla,1437863626493288450,2025-01-05 17:42:28+00:00,
1875960603925422247,"Psikoloji der ki; istenmeyen yerden gelen yardım, bireyi daha kötü eder. Sizi istemeyenin yanında zorla durmayın.",1851063151518687232,2025-01-05 17:40:36+00:00,
1875960476598984850,@_vlknylmz Volkan gördüğünü idrak edemiyormusun acil tedavi olman lazım göz + psikoloji acilinden hemde,1734171753125969920,2025-01-05 17:40:05+00:00,
1875960025598054716,@rewierss bence reel hayat daha önemli canını sıkan her ortamdan ve her kişiden anında uzaklaş sadece sana iyi gelecek şeyler ve derslerin olsun hayatında mesela sevdiğin bir oyun varsa kalsın hayatında kısıtla ama bırakma iyi bir psikoloji her şey daha önemli beni mezun yapan buydu,1545479553816137731,2025-01-05 17:38:18+00:00,
1875958491451666676,"amma paraya tapanlar
dünyaya tapanlar
evlatlarına tapanlar
şuna buna tapanlara
ölüm zor gelir
ve çoğu da bir yakınını kaybettiğinde
psikoloji ilaçları kullanmaya başlarlar
çünkü kabul edemezler
çünkü Allah'a Teslim olamazlar.",1034917542,2025-01-05 17:32:12+00:00,
1875958150974861663,"Yönetim Fenerbahçe'nin haklarını savunamıyor ama Fenerbahçe taraftarının performansı daha da kötü! Staddaki bu psikoloji takıma inanılmaz zarar veriyor. Nerede, ne zaman ve nasıl protesto edeceklerini bile bilmiyorlar! https://t.co/yzUuFnchNO",1757938706894254080,2025-01-05 17:30:51+00:00,
1875958083031306257,"@kararverme24571 @Kubracilginn Ahahaha eksi netle girildiği dillere destan olmuş, nasıl bir psikoloji içindesiniz acaba",1861867118653841408,2025-01-05 17:30:35+00:00,
1875958066379989065,@ciernovs keşke psikoloji okusaydım dedirttin bana.,1855633596507140096,2025-01-05 17:30:31+00:00,
1875956881644294254,@s_avsaroglu @turkpdrdernegi @turkpdrtopluluk Psikoloji ve pdr arasındaki fark nedir? Üniversitelerde neden iki ayrınalan var ve neden bu kadar puan farkı var? Neden gençler ilk tercihlere psikoloji yazarken yerleşememe ihtimallerine karşı pdr leri sonlara yazıyorlar?,1722521201552027648,2025-01-05 17:25:48+00:00,
1875956093500956698,@gerceklerfark @iyi_psikoloji Niye bıraksınki kurala uymayan belli.,1531281287247429633,2025-01-05 17:22:40+00:00,
1875955906107879647,@Alkolikyorumlar Bunların psikoloji bozulmuş harbiden,1135828369562656768,2025-01-05 17:21:56+00:00,
1875955811622756681,Bir psikoloji/sosyoloji tez konusu olarak Z kuşağının Galatasaray ve milli takım futbolcusu Barış Alper Yılmaz'a geliştirdiği takıntı arkadaşlar 🌷,2623707130,2025-01-05 17:21:33+00:00,
1875954905183330660,"Psikoloji sıfır

#CihAl https://t.co/jd4245luJo",1868095066910203904,2025-01-05 17:17:57+00:00,
1875954636349428097,eylülden itibaren psikoloji dersinden sonra terapiye giden o kız ben olucam,1175460856357896195,2025-01-05 17:16:53+00:00,
1875954585262772226,"@cantongo Göz hareketleri, yüz mimikleri, vücut dili, çok kötü. Psikolojisinin bozuk olduğu çok net. Acilen psikoloji tedavisi göremesi gerekiyor. Manyak gibi görünüyor ve davranıyor.",1025959995815481344,2025-01-05 17:16:41+00:00,
1876635320952975721,@ReyisAsigi Sallandıracan iki tanesini bak sonra ekonomi kötü derler mi bir daha Büraniddin hoçam.,1687484682,2025-01-07 14:21:41+00:00,ekonomi
1876635166728466743,@Darkwebhaber Ultra zengin varlıklarını devlet sayesınde ıkıye katladı orta sınıf yok oldu fakır donsuz dolasıyor !  Sermaye ve zengınlıgı transfer etmek ıcın olmadık totolarından ekonomı programları uyguluyorlar! Bunlar türk milletini hiç sevmedi!!!,1062548570,2025-01-07 14:21:04+00:00,ekonomi
1876635104010809582,Coca Cola ürünlerine zam geliyor! https://t.co/pmtdRYa0mn,1548956772362326016,2025-01-07 14:20:49+00:00,ekonomi
